source,target,weight
k_swagmoha,urbantexts,2
k_swagmoha,topislamictwit,1
kiao52,djkingassassin,12
kiao52,djmarcd,7
kiao52,starforcehh,6
kiao52,souljaboy,5
kiao52,keyshiacole,3
kiao52,legendgary,2
kiao52,ogmitchyslick,1
lanaladonna,hyky_,9
lanaladonna,kaycamille_,5
lanaladonna,_itslatiacheri,4
lanaladonna,__nigerianhair,3
lanaladonna,huddl3ston,2
lanaladonna,euivmusic,1
lavishlifeloot,___goodfella,8
lavishlifeloot,lead_the_blind,5
lavishlifeloot,chip_daddy,4
lavishlifeloot,lajhaszaaa,3
lavishlifeloot,enlightenlivin,2
lavishlifeloot,hippieblanco,1
marvel_guitars,yvonnetaylorr,30
marvel_guitars,heylookitslidia,9
marvel_guitars,jusssoul,5
marvel_guitars,_obi_wan_kenobi,4
marvel_guitars,barbiesoxer,3
marvel_guitars,toeniaaa,2
marvel_guitars,6ixvmg,1
mrhenotme,gunner2live,11
mrhenotme,binmastertiggz,8
mrhenotme,tracy_nomorgan,7
mrhenotme,ceedie_weedie,4
mrhenotme,rocboi,3
mrhenotme,mr_confident_,2
mrhenotme,hiscardigan,1
natboo__,blueevioletss,11
natboo__,uptownhero_,7
natboo__,_averybaby,6
natboo__,_papichuloooo,4
natboo__,illesttt__,3
natboo__,zay_walkalone,2
natboo__,rudeeeboyy_g,1
purpandpearls,paradise_love22,9
purpandpearls,corey2crank,5
purpandpearls,_dominatrixxx_,4
purpandpearls,thegreatkingsir,3
purpandpearls,beezydme,2
purpandpearls,kattwilliams,1
she_belike,gigi_lecreation,7
she_belike,_sade_monique,6
she_belike,landboskyyy_,5
she_belike,qweenxthings_,3
she_belike,gamemode_easy,2
she_belike,statweestics,1
stamfordbking,fifaworldcup,10
stamfordbking,2014woridcup,6
stamfordbking,seeligsly,4
stamfordbking,mailsport,3
stamfordbking,windowinsiders,2
stamfordbking,onsoranje,1
t_letoaba,mafikizolosa,53
t_letoaba,nhlanhlancizasa,16
t_letoaba,bet_intl,14
t_letoaba,oskidoibelieve,6
t_letoaba,micasamusic,5
t_letoaba,betawards,4
t_letoaba,nthabisheng,3
t_letoaba,sundayworldza,2
t_letoaba,adelleo,1
tiffandco_,eric_green11,6
tiffandco_,__anyeee,5
tiffandco_,virtuous_being,4
tiffandco_,hankbornready,3
tiffandco_,tiffandco_,2
tiffandco_,d_harvell82,1
adrian_nunez20,spurs_luis,10
adrian_nunez20,nelzyy,6
adrian_nunez20,joshintheheart,4
adrian_nunez20,whoissizzle,3
adrian_nunez20,taecocky,2
adrian_nunez20,mandorivera56,1
asiawasiaa,indah_kee,11
asiawasiaa,sittingprettte,9
asiawasiaa,isntthatbawse,8
asiawasiaa,diamondraeky,6
asiawasiaa,ur_dailydose,5
asiawasiaa,jayoneup,4
asiawasiaa,kaelapearl,3
asiawasiaa,heartbreaklaani,2
asiawasiaa,nayekaizen,1
bambamb__,eatnstik,12
bambamb__,o2_mellymel,8
bambamb__,whomikelong,7
bambamb__,officialdbreezy,6
bambamb__,bisoudechocolat,5
bambamb__,kingfreeband,4
bambamb__,_myriaaaaaa,3
bambamb__,blackmigodavee,2
bambamb__,thewhole50mm,1
beto_22k,__vaaleriaa,11
beto_22k,sinol_,6
beto_22k,mendezgirl_,5
beto_22k,queenyasid,4
beto_22k,ogkadin,3
beto_22k,evertastic,2
beto_22k,jencx3,1
brandojets,tdai060,13
brandojets,061budhha,7
brandojets,moooojo_jojo,5
brandojets,willgeorge_,3
brandojets,ayedoughboy,2
brandojets,bzay_,1
briannachanell,__headcrazed,10
briannachanell,xrare_beauty,6
briannachanell,skeeter_p,5
briannachanell,_sundayknight,4
briannachanell,__prettyblunt,3
briannachanell,ekinggxo,2
briannachanell,jahgoldenqueen,1
cheyannegrech,5sos,7
cheyannegrech,ashton5sos,5
cheyannegrech,michael5sos,4
cheyannegrech,_deeperharry,3
cheyannegrech,calum5sos,2
cheyannegrech,666logan666,1
csrpromotions,legitlooks,27
csrpromotions,therealwoopwoop,25
csrpromotions,caskey407,20
csrpromotions,bengmusic,6
csrpromotions,kennyturner3,5
csrpromotions,flyboydarius_,4
csrpromotions,mohombi,3
csrpromotions,offtop_ceo,2
csrpromotions,youngthug,1
esauticus,e__vision,7
esauticus,kadybaby_,6
esauticus,deegreezy,5
esauticus,_ubringmejoy,3
esauticus,tayintl,2
esauticus,ieishaaa,1
iamblackchild,iamblackchild,28
iamblackchild,georgelebese,11
iamblackchild,chronic2740,10
iamblackchild,tdyani,9
iamblackchild,adnanchicharito,7
iamblackchild,sparks051,6
iamblackchild,rumivdb,5
iamblackchild,malebodidi,4
iamblackchild,youngwithfaith,3
iamblackchild,just_mingas,2
iamblackchild,philitjie,1
joseph_java,_icce_cube,15
joseph_java,janetpogosi,12
joseph_java,eliizabethhhh_,8
joseph_java,ehdeetah,4
joseph_java,nonnnaav,2
joseph_java,lilia_tsarukyan,1
kealaflare,cort_nou,9
kealaflare,fuckb0itim,6
kealaflare,lurk_god,4
kealaflare,tjmcgee_100,3
kealaflare,inked_villain,2
kealaflare,yourfavoritezoe,1
kekeshawtty,lucytwotimes_,7
kekeshawtty,queenlandraa_,5
kekeshawtty,x_xcammlow,4
kekeshawtty,dopemanharee_,3
kekeshawtty,tip,2
kekeshawtty,selfienigga,1
kyle_andrew7,kianamarshall9,7
kyle_andrew7,robescalator,6
kyle_andrew7,funnypicsdepot,4
kyle_andrew7,c_los210,3
kyle_andrew7,illuminati_stop,2
kyle_andrew7,chiefkeeb,1
maadwhite,caramelnockout_,9
maadwhite,goldieglocksss,7
maadwhite,kylentoojuiced,6
maadwhite,moneyallied,5
maadwhite,thebarbie_bri,4
maadwhite,1angelo_,3
maadwhite,caramelsqueeze_,2
maadwhite,iwife_thots,1
mrespnpoloking,denmass,9
mrespnpoloking,jayjay_thejp,7
mrespnpoloking,soloodolodomo,5
mrespnpoloking,___pikasso,4
mrespnpoloking,flyinndolo_,3
mrespnpoloking,pirates,2
mrespnpoloking,espnnfl,1
mskizzo5,_kerminator,11
mskizzo5,legendarylegz,6
mskizzo5,boujee_b,4
mskizzo5,mzantonia1,3
mskizzo5,leecomes1st,2
mskizzo5,_quaadir,1
pearlhoppercs,milycyrussx,12
pearlhoppercs,arianagranndie_,8
pearlhoppercs,sexystonergiri,7
pearlhoppercs,theilluminatixo,6
pearlhoppercs,msamandabynesxo,5
pearlhoppercs,missrihanna_xo,4
slash_taitt,brazilstats,17
slash_taitt,jus_mars,8
slash_taitt,transferrelated,7
slash_taitt,shakiiraa_,6
slash_taitt,queen_nikz,5
slash_taitt,_alcaponee,4
slash_taitt,footyhumour,3
slash_taitt,foxsoccertrax,2
slash_taitt,taecocky,1
snackonmycakes,freegeezy17,15
snackonmycakes,aye_kloni47,10
snackonmycakes,emmz_hearts_ken,9
snackonmycakes,rmoniya,8
snackonmycakes,pr3ttyn33,7
